id,smiles,formula,charge
cpd03467,O=S(=O)([O-])O/N=C(/Cc1c[nH]c2ccccc12)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C16H19N2O9S2,-1
cpd03468,O=C([O-])/C=C\c1ccccc1O,C9H7O3,-1
cpd03469,O=C([O-])/C=C\c1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,C15H17O8,-1
cpd03470,[NH3+]C(=CC(=O)[O-])C(=O)[O-],C4H4NO4,-1
cpd03471,O=C([O-])c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1,C11H13NO6,0
cpd03472,Cn1cc(C(N)=O)ccc1=O,C7H8N2O2,0
cpd03473,Cn1ccc(=O)c(C(N)=O)c1,C7H8N2O2,0
cpd03474,[NH3+][C@@H](CCC(=O)NCCS(=O)(=O)[O-])C(=O)[O-],C7H13N2O6S,-1
cpd03475,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(\C)C/C=C(\C)C/C=C(\C)C/C=C(\C)C/C=C(\C)C/C=C(\C)C/C=C(\C)C/C=C(\C)C/C=C(\C)C/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O,C54H85NO12P2,-2
cpd03477,C/C(=C\CC12OC1(C)C(=O)c1ccccc1C2=O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,C31H46O3,0
cpd03479,O=c1ccc2ccccc2o1,C9H6O2,0
cpd03480,O=C([O-])Cc1ccccc1O,C8H7O3,-1
cpd03481,OCCc1ccccc1,C8H10O,0
cpd03483,OC/C=C/c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,C15H20O7,0
cpd03484,Cc1ncc(C[n+]2csc(CC=O)c2C)c(N)n1,C12H15N4OS,1
cpd03490,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC[NH3+])C(=O)[O-])C(=O)[O-],C34H52N7O24P2,-3
cpd03491,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])O[C@H](CO)[C@@H](O)[C@@H]1O,C94H153N8O26P2,-3
cpd03492,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)O[C@H](CO)[C@@H](O)[C@@H]1O,C94H155N9O25P2,-2
cpd03493,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(N)=O)O[C@H](CO)[C@@H](O)[C@@H]1O,C104H170N14O30P2,-2
cpd03494,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-],C87H139N7O23P2,-4
cpd03495,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])O[C@H](CO)[C@@H](O)[C@@H]1O,C95H152N8O28P2,-4
cpd03498,Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1,C14H12O4,0
cpd03499,COc1c(-c2ccc(O)cc2)oc2cc(O)cc(O)c2c1=O,C16H12O6,0
cpd03501,O=C1C=C([O-])C2=CC(=O)C(c3ccc(O)cc3)OC2=C1,C15H9O5,-1
cpd03502,O=C1C=C([O-])C2=CC(=O)C(c3ccc(O)c(O)c3)OC2=C1,C15H9O6,-1
cpd03503,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@H]2O,C15H14O7,0
cpd03504,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)CC2O,C15H14O6,0
cpd03505,O=C1C=C([O-])C2=CC(=O)C(c3cc(O)c(O)c(O)c3)OC2=C1,C15H9O7,-1
cpd03506,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@@H](O)[C@H]2O,C15H14O8,0
cpd03507,O=C1C[C@@H](c2cc(O)c(O)c(O)c2)Oc2cc(O)cc(O)c21,C15H12O7,0
cpd03508,C=CC1=C(C)[C@@H](CC2=N/C(=C\c3[nH]c(/C=C4\NC(=O)[C@H](C)\C4=C\C)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)NC1=O,C33H36N4O6,-2
cpd03509,C=CC1=C(C)/C(=C/C2=N/C(=C\c3[nH]c(/C=C4\NC(=O)[C@H](C)\C4=C\C)c(C)c3CCC(=O)[O-])C(CCC(=O)[O-])=C2C)NC1=O,C33H34N4O6,-2
cpd03510,*=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,C20H28R,0
cpd03511,*=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,C20H28R,0
cpd03512,*=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,C20H28R,0
cpd03513,*=C/C=C(C)/C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C,C20H28R,0
cpd03514,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1,C20H26O,0
cpd03515,CC1=C(/C=C/C(C)=C/C=C\C(C)=C\C=O)C(C)(C)CC=C1,C20H26O,0
cpd03516,*=C/C=C(C)/C=C\C=C(C)\C=C\C1=C(C)C=CCC1(C)C,C20H26R,0
cpd03517,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)[C@@H](O)[C@H]1O,C20H27N7O9PS,-1
cpd03518,Nc1nc(N[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(NC=O)c(=O)[nH]1,C10H15N5O15P3,-3
cpd03519,Nc1nc(N[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(N)c(=O)[nH]1,C9H15N5O14P3,-3
cpd03520,Nc1nc2c(c(=O)[nH]1)N[C@H]1C([S-])C(=S)[C@@H](COP(=O)([O-])[O-])O[C@H]1N2,C10H11N5O6PS2,-3
cpd03521,Nc1nc2c(c(=O)[nH]1)NC(C(=O)[C@H](O)COP(=O)([O-])[O-])CN2,C9H12N5O7P,-2
cpd03522,Nc1nc2[nH]cc([C@H](O)[C@H](O)CO)nc-2c(=O)n1,C9H11N5O4,0
cpd03523,C[C@@H]1Nc2nc(N)[nH]c(=O)c2N=C1[C@@H](C)Nc1ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP(=O)([O-])O[C@@H](CCC(=O)[O-])C(=O)[O-])[C@@H](O)[C@H]2O)cc1,C30H40N6O16P,-3
cpd03524,Nc1nc2c(c(=O)[nH]1)N[C@@H](CN(C=O)c1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-])cc1)CN2,C25H27N8O10,-3
cpd03525,O=C([O-])CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],C9H10NO7,-3
cpd03526,O=CCC[C@H](NC(=O)CCC(=O)[O-])C(=O)[O-],C9H11NO6,-2
cpd03527,N/C(NCCC[C@H]([NH3+])C(=O)[O-])=[NH+]/O,C6H15N4O3,1
cpd03529,CC(=O)NCCCC=O,C6H11NO2,0
cpd03530,[NH3+][C@@H](C[C@@H](O)C=O)C(=O)[O-],C5H9NO4,0
cpd03531,[NH3+][C@@H](CCC(=O)NN1CCC[C@@H]1C(=O)[O-])C(=O)[O-],C10H16N3O5,-1
cpd03532,[NH3+]C[C@H](O)CC(=O)C(=O)[O-],C5H9NO4,0
cpd03533,O=C([O-])c1ccc[nH]1,C5H4NO2,-1
cpd03534,CC(C)(CO)[C@@H](O)C(=O)NCCCO,C9H19NO4,0
cpd03535,NC(NCCC[C@H]([NH3+])C(=O)[O-])=[NH+]P(=O)([O-])[O-],C6H14N4O5P,-1
cpd03538,CCCCC/C=C\CC(=O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)[O-],C20H29O4,-1
cpd03539,O=C([O-])CCCC/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)[O-],C20H28O6,-2
cpd03540,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H]([NH3+])C(=O)NCC(=O)[O-])[C@@H](O)CCCC(=O)[O-],C25H39N2O6S,-1
cpd03541,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H]([NH3+])C(=O)[O-])[C@@H](O)CCCC(=O)[O-],C23H36NO5S,-1
cpd03542,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-],C20H29O4,-1
cpd03543,CCCCC[C@H](O)/C=C/C1=C(C/C=C\CCCC(=O)[O-])C(=O)CC1,C20H29O4,-1
cpd03544,CCCCC[C@H](O)/C=C/C1=CCC(=O)[C@@H]1C/C=C\CCCC(=O)[O-],C20H29O4,-1
cpd03545,CCCCC[C@@H](/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)[O-])OO,C20H31O6,-1
cpd03546,CCCCC[C@H](O)/C=C/[C@H]1C(=O)C=C[C@@H]1C/C=C\CCCC(=O)[O-],C20H29O4,-1
cpd03547,CCCCC[C@H](O)C/C=C1/C(=O)C=C[C@@H]1C/C=C\CCCC(=O)[O-],C20H29O4,-1
cpd03548,CCCCC[C@H](O)/C=C/[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)[O-],C20H33O5,-1
cpd03549,CCCCCC(=O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)[O-],C20H31O5,-1
cpd03550,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC(=O)CCCCC(=O)[O-],C20H33O6,-1
cpd03551,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(=O)[O-],C20H31O6,-1
cpd03552,CCCCC[C@H](O)/C=C/[C@H]1O[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)[O-],C20H33O6,-1
cpd03553,CCCCC[C@H](O)/C=C/[C@H]1OC(=O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)[O-],C20H31O6,-1
cpd03554,CCCCC/C=C\C[C@@H](/C=C/C=C\C/C=C\CCCC(=O)[O-])OO,C20H31O4,-1
cpd03555,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])OO,C20H31O4,-1
cpd03557,*C(=O)O[C@H](CO)COP(=O)([O-])OCC[NH3+],C6H13NO7PR,0
cpd03558,*C(=O)O[C@H](CO)COP(=O)([O-])OC[C@@H]([NH3+])C(=O)[O-],C7H12NO9PR,-1
cpd03559,CCCO,C3H8O,0
cpd03560,CCC(=O)OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,C13H17N5O8P,-1
cpd03561,CC[C@H](O)C(=O)[O-],C4H7O3,-1
cpd03562,C#CC=O,C3H2O,0
cpd03563,C#CCO,C3H4O,0
cpd03564,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC=O,C24H34N7O18P3S,-4
cpd03565,COc1cc(-c2cc(=O)c3c(O)c([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c(O)cc3o2)ccc1O,C22H22O11,0
cpd03566,CC(=O)OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,C12H15N5O8P,-1
cpd03567,CCC[C@](O)(CC(=O)[O-])C(=O)[O-],C7H10O5,-2
cpd03568,Cc1nc2c(=O)[nH]c(=O)nc-2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1[O-],C12H15N4O7,-1
cpd03569,CC(C)(O)CCSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C26H42N7O17P3S,-4
cpd03570,CC(C)(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C26H40N7O18P3S,-4
cpd03571,CC(O)C=O,C3H6O2,0
cpd03572,C[C@H](CO)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C25H38N7O18P3S,-4
cpd03577,CC[C@@H](C)C(=O)C(=O)[O-],C6H9O3,-1
cpd03579,O=S(=O)([O-])Nc1ccccc1,C6H6NO3S,-1
cpd03581,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,C16H21N2O17P2,-3
cpd03582,CC(=O)N[C@H]1[C@H](O)[C@@H](O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2O)O[C@@H]1C,C18H27N3O15P2,-2
cpd03583,O=C([C@H](O)CO)[C@H](O)[C@H](O)COP(=O)([O-])[O-],C6H11O9P,-2
cpd03584,CCCCCCCCCCC[C@@H](O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1[NH3+],C29H50N3O18P2,-1
cpd03585,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)([O-])[O-])[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,C76H137N2O30P2,-5
cpd03586,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)[O-])C[C@@H](O[C@]4(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O4)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)([O-])[O-])[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,C84H148N2O37P2,-6
cpd03587,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)O[C@@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)[C@@H]1NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,C110H196N2O39P2,-6
cpd03588,C[C@@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H](O)C(=O)[O-],C26H37N7O20P3S,-5
cpd03589,C/C(=C\C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],C26H35N7O19P3S,-5
cpd03590,C[C@H](C(=O)[O-])[C@H](O)C(=O)[O-],C5H6O5,-2
cpd03591,C[C@H](C(=O)[O-])C(=O)C(=O)[O-],C5H4O5,-2
cpd03592,C[C@@H](C(=O)[O-])[C@@H](O)C(=O)[O-],C5H6O5,-2
cpd03593,C[C@H](C(=O)[O-])[C@@H](O)C(=O)[O-],C5H6O5,-2
cpd03595,C[C@](O)(C[C@H]([NH3+])C(=O)[O-])C(=O)[O-],C6H10NO5,-1
cpd03596,CC(=CC(=O)C(=O)[O-])C(=O)[O-],C6H4O5,-2
cpd03597,OCCc1ccc(O)cc1,C8H10O2,0
cpd03599,OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,C14H20O7,0
cpd03600,[NH3+][C@@H](Cc1cc(C(=O)[O-])oc(=O)c1)C(=O)[O-],C9H8NO6,-1
cpd03601,[NH3+][C@@H](Cc1ccc(C(=O)[O-])oc1=O)C(=O)[O-],C9H8NO6,-1
cpd03602,*NC=O,CH2NOR,0
cpd03603,Cc1ncc(C=O)c(C(=O)[O-])c1O,C8H6NO4,-1
cpd03604,Cc1ncc(C=O)c(CO)c1O,C8H9NO3,0
cpd03605,Cc1ncc2c(c1O)COC2=O,C8H7NO3,0
cpd03606,O=C([O-])C(=O)[C@H](O)COP(=O)([O-])[O-],C4H4O8P,-3
cpd03607,[NH3+][C@H](C(=O)[O-])[C@H](O)COP(=O)([O-])[O-],C4H8NO7P,-2
cpd03608,[NH3+][C@H](C(=O)[O-])[C@H](O)CO,C4H9NO4,0
cpd03609,[NH3+]C[C@H](O)CO,C3H10NO2,1
cpd03610,*[N+](=O)[O-],NO2R,0
cpd03613,*C(=O)N[C@@H](COP(=O)([O-])OCC[NH3+])[C@H](O)/C=C/CCCCCCCCCCCCC,C21H42N2O6PR,0
cpd03614,CC(C)=CCc1cccc2[nH]cc(CC([NH3+])C(=O)[O-])c12,C16H20N2O2,0
cpd03615,C[NH+]1CC(CO)=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,C16H19N2O,1
cpd03616,C[C@H]1CC[C@H]([C@H](C)C=O)[C@@H]1C=O,C10H16O2,0
cpd03617,C[C@H]1CC[C@H](C(C=O)=CO)[C@@H]1C=O,C10H14O3,0
cpd03618,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)CC[C@H]12,C17H26O9,0
cpd03619,C=CC(=C)CCC=C(C)C,C10H16,0
cpd03620,CC1=CCC(=C(C)C)CC1,C10H16,0
cpd03622,CC(=O)OC1[C@H]2O[C@H]2C2=CC(=O)[C@]3(C[C@]2(C)[C@H]1C)O[C@]3(C)C=O,C17H20O6,0
cpd03623,CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@](C)([C@@]34CO4)[C@@]2(CO)[C@H](O)C1=O,C15H20O7,0
cpd03624,CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)[O-],C15H19O4,-1
cpd03625,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]21C,C30H52O,0
cpd03626,C=C[C@@]1(C)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1,C20H32,0
cpd03627,CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)[O-])CCC[C@]3(C)[C@H]2CC1,C20H29O2,-1
cpd03628,C[C@]12CC[C@@H](O)[C@@](C)(CO)[C@@H]1CC[C@H]1C[C@@H]3CC12CC[C@]3(O)CO,C20H34O4,0
cpd03629,C=C1CC[C@@H]2C(C)(C)CCC[C@@]2(C)[C@@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])O,C20H34O7P2,-2
cpd03630,C=C1C[C@@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3,C20H32,0
cpd03631,CC[NH+]1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4C1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@@H](OC)[C@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,C34H48NO11,1
cpd03632,C=C1C2CCC3C(CCC4[C@@]35CCC[C@@]4(C)C[N@@H+]3CCOC35)(C2)[C@H]1O,C22H34NO2,1
cpd03633,C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(C)CCC[C@@](C)(C(=O)[O-])[C@H]1[C@@H]3C=O,C20H27O3,-1
cpd03634,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@]1(C)CCC[C@@](C)(C(=O)[O-])[C@H]1[C@@H]3C(=O)[O-],C20H26O5,-2
cpd03635,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@]1(CO)CCC[C@@](C)(C(=O)[O-])[C@H]1[C@@H]3C(=O)[O-],C20H26O6,-2
cpd03636,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C[C@H](O)C[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)[O-],C19H23O6,-1
cpd03637,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,C40H56O2,0
cpd03638,C=C(C)[C@H]1CC=C(C)CC1,C10H16,0
cpd03640,O=CCCCCC(=O)[O-],C6H9O3,-1
cpd03641,O=C([O-])CCCCCO,C6H11O3,-1
cpd03642,O=C([O-])CCCCC(=O)[O-],C6H8O4,-2
cpd03643,O=C1CCCCC1=O,C6H8O2,0
cpd03644,O=C([O-])CF,C2H2FO2,-1
cpd03645,C=CC(C)(CC/C=C(\C)CCC=C(C)C)OP(=O)([O-])OP(=O)([O-])O,C15H26O7P2,-2
cpd03646,N#CCCNC(=O)CC[C@H]([NH3+])C(=O)[O-],C8H13N3O3,0
cpd03647,OC[C@@H]1OC(O)[C@H](O)[C@H]1O,C5H10O5,0
cpd03648,O=C([O-])C1=C[C@H](O)[C@@H](O)[C@@H](O[C@H]2[C@@H](C(=O)[O-])OC(O)[C@H](O)[C@H]2O)O1,C12H14O12,-2
cpd03649,CCCCCCCCCCCCC/C=C/C(=O)[C@@H]([NH3+])CO,C18H36NO2,1
cpd03651,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])[O-],C18H37NO5P,-1
cpd03652,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC,C31H56NO13R,0
cpd03653,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@]2(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC,C36H62N2O16R,-1
cpd03654,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]4(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O4)O3)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC,C53H88N3O29R,-2
cpd03655,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H](OC3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@@H](CO)O[C@]4(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O4)O3)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC,C61H101N4O34R,-2
